Time,energy
2019-01-01,144.903958333333
2019-01-02,202.916666666667
2019-01-03,82.0545833333333
2019-01-04,2.22666666666667
2019-01-05,104.618194444444
2019-01-06,123.579097222222
2019-01-07,198.537569444444
2019-01-08,153.254236111111
2019-01-09,345.180625
2019-01-10,202.803394485904
2019-01-11,271.77
2019-01-12,427.222708333333
2019-01-13,138.056875
2019-01-14,145.026111111111
2019-01-15,19.6474305555556
2019-01-16,50.1325694444444
2019-01-17,294.520902777778
2019-01-18,543.472222222222
2019-01-19,173.402777777778
2019-01-20,414.259652777778
2019-01-21,88.125
2019-01-22,145.325486111111
2019-01-23,126.135416666667
2019-01-24,103.147361111111
2019-01-25,113.621180555556
2019-01-26,483.612916666667
2019-01-27,107.222222222222
2019-01-28,233.525
2019-01-29,8.61736111111111
2019-01-30,167.220069444444
2019-01-31,394.36875
2019-02-01,205.256597222222
2019-02-02,320.605
2019-02-03,177.749583333333
2019-02-04,49.5138888888889
2019-02-05,21.2356
2019-02-06,29.36
2019-02-07,17.085
2019-02-08,11.928
2019-02-09,69.11647
2019-02-10,45.884
2019-02-11,22.662998
2019-02-12,51.360486
2019-02-13,93.7736492
2019-02-14,82.669821
2019-02-15,63.8194444444444
2019-02-16,522.963194444445
2019-02-17,205.108333333333
2019-02-18,43.6805555555556
2019-02-19,16.8055555555556
2019-02-20,51.8604861111111
2019-02-21,96.3507638888889
2019-02-22,73.9652777777778
2019-02-23,6.64680555555556
2019-02-24,2.14576388888889
2019-02-25,2.148125
2019-02-26,79.6930555555556
2019-02-27,140.161388888889
2019-02-28,153.333333333333
2019-03-01,136.736111111111
2019-03-02,169.817569444444
2019-03-03,203.222569444444
2019-03-04,61.8074581430746
2019-03-05,416.458333333333
2019-03-06,68.0555555555556
2019-03-07,184.375
2019-03-08,245.277777777778
2019-03-09,123.472222222222
2019-03-10,210.347222222222
2019-03-11,252.594930555556
2019-03-12,161.70875
2019-03-13,193.701736111111
2019-03-14,75.3472222222222
2019-03-15,69.7222222222222
2019-03-16,145.833333333333
2019-03-17,201.180555555556
2019-03-18,290.833333333333
2019-03-19,208.6875
2019-03-20,230.687777777778
2019-03-21,13.6329861111111
2019-03-22,410.338055555556
2019-03-23,341.054930555556
2019-03-24,310.762361111111
2019-03-25,63.6111111111111
2019-03-26,73.7468055555556
2019-03-27,117.233888888889
2019-03-28,326.641388888889
2019-03-29,6.14715277777778
2019-03-30,2.38986111111111
2019-03-31,105.924962121212
2019-04-01,408.607152777778
2019-04-02,303.906388888889
2019-04-03,200.103680555556
2019-04-04,95.625
2019-04-05,63.4027777777778
2019-04-06,211.180555555556
2019-04-07,165.208333333333
2019-04-08,152.152777777778
2019-04-09,135.347222222222
2019-04-10,79.1666666666667
2019-04-11,216.303611111111
2019-04-12,194.872638888889
2019-04-13,193.58875
2019-04-14,215.779444444444
2019-04-15,457.484375
2019-04-16,83.6593212050078
2019-04-17,110.501458333333
2019-04-18,283.92161971831
2019-04-19,151.049652777778
2019-04-20,448.530416666667
2019-04-21,302.217777777778
2019-04-22,63.125
2019-04-23,109.075342465753
2019-04-24,163.75
2019-04-25,81.0416666666667
2019-04-26,18.6111111111111
2019-04-27,145.694444444444
2019-04-28,106.875
2019-04-29,221.458333333333
2019-04-30,245.965
2019-05-01,269.8225
2019-05-02,78.125
2019-05-03,123.402777777778
2019-05-04,270.119444444444
2019-05-05,242.691388888889
2019-05-06,299.568055555556
2019-05-07,178.301805555556
2019-05-08,73.1040277777778
2019-05-09,244.652777777778
2019-05-10,211.327708333333
2019-05-11,76.5972222222222
2019-05-12,40.9027777777778
2019-05-13,279.050416666667
2019-05-14,240.971875
2019-05-15,238.779027777778
2019-05-16,207.894861111111
2019-05-17,137.361111111111
2019-05-18,214.236111111111
2019-05-19,141.403611111111
2019-05-20,275.376666666667
2019-05-21,297.382569444444
2019-05-22,77.2916666666667
2019-05-23,192.807569444444
2019-05-24,82.8911805555556
2019-05-25,26.9444444444444
2019-05-26,33.8888888888889
2019-05-27,32.0138888888889
2019-05-28,270.972222222222
2019-05-29,204.097222222222
2019-05-30,124.027777777778
2019-05-31,161.780555555556
2019-06-01,123.819444444444
2019-06-02,263.48125
2019-06-03,134.583333333333
2019-06-04,66.5972222222222
2019-06-05,43.4027777777778
2019-06-06,34.1666666666667
2019-06-07,22.9166666666667
2019-06-08,49.8611111111111
2019-06-09,398.114652777778
2019-06-10,283.835
2019-06-11,257.141319444444
2019-06-12,290.029305555556
2019-06-13,153.541180555556
2019-06-14,321.596319444444
2019-06-15,103.210416666667
2019-06-16,264.327013888889
2019-06-17,348.386666666667
2019-06-18,318.609166666667
2019-06-19,209.236111111111
2019-06-20,100.833333333333
2019-06-21,205.208333333333
2019-06-22,270.578402777778
2019-06-23,99.7222222222222
2019-06-24,142.407847222222
2019-06-25,2.01486111111111
2019-06-26,2.20729166666667
2019-06-27,461.642847222222
2019-06-28,398.953611111111
2019-06-29,419.274652777778
2019-06-30,525.339027777778
2019-07-01,373.156666666667
2019-07-02,369.836388888889
2019-07-03,59.4074305555556
2019-07-04,120.986944444444
2019-07-05,124.042638888889
2019-07-06,234.166666666667
2019-07-07,94.9305555555556
2019-07-08,182.804236111111
2019-07-09,140.282569444444
2019-07-10,234.640694444444
2019-07-11,166.902916666667
2019-07-12,14.5833333333333
2019-07-13,24.6527777777778
2019-07-14,191.805555555556
2019-07-15,119.353194444444
2019-07-16,177.900625
2019-07-17,165.869444444444
2019-07-18,121.180555555556
2019-07-19,150.413333333333
2019-07-20,391.722777777778
2019-07-21,148.467847222222
